quality,similarity,unique words,length ratio,negation,negation parity,unusual tokens,unusual ratio
Yes,0.717056,0.263158,0.083333,0,0,0,1.000000
No,0.616883,0.190476,0.214286,1,1,1,0.800000
Yes,0.814486,0.500000,0.333333,0,0,3,0.250000
Yes,0.671535,0.230769,0.117647,0,0,4,0.000000
Yes,0.902739,0.678571,0.076923,0,0,5,0.500000
No,0.719818,0.333333,0.076923,1,1,5,0.642857
No,0.822274,0.434783,0.111111,0,0,4,0.636364
Yes,0.888602,0.391304,0.000000,0,0,2,0.600000
No,0.757581,0.500000,0.266667,0,0,3,0.400000
No,0.692696,0.297297,0.040000,0,0,2,0.777778
No,0.909616,0.653846,0.500000,0,0,0,1.000000
Yes,0.872173,0.521739,0.294118,0,0,3,0.250000
No,0.747093,0.233333,0.052632,0,0,7,0.222222
Yes,0.824323,0.593750,0.074074,0,0,1,0.666667
No,0.951693,0.600000,0.095238,0,0,0,1.000000
Yes,0.707515,0.615385,0.000000,0,0,0,1.000000
No,0.852099,0.482759,0.130435,0,0,6,0.625000
No,0.832925,0.428571,0.125000,0,0,6,0.400000
Yes,0.860525,0.419355,0.192308,0,0,7,0.300000
Yes,0.831008,0.166667,0.071429,1,1,1,0.666667
Yes,0.943021,0.583333,0.240000,0,0,1,0.833333
Yes,0.795732,0.315789,0.214286,0,0,0,1.000000
Yes,0.809996,0.450000,0.357143,0,0,4,0.000000
Yes,0.963811,0.777778,0.000000,0,0,0,1.000000
Yes,0.789618,0.550000,0.214286,0,0,2,0.333333
No,0.597180,0.190476,0.363636,0,0,2,0.333333
No,0.690661,0.269231,0.200000,0,0,9,0.250000
Yes,0.863568,0.523810,0.200000,0,0,1,0.000000
Yes,0.793414,0.521739,0.150000,0,0,5,0.000000
No,0.795645,0.300000,0.035714,0,0,5,0.375000
No,0.746360,0.117647,0.111111,0,0,6,0.000000
No,0.622842,0.105263,0.090909,0,0,4,0.500000
Yes,0.816728,0.583333,0.181818,0,0,2,0.600000
No,0.783982,0.238095,0.142857,0,0,7,0.416667
Yes,0.899076,0.625000,0.045455,1,1,0,1.000000
Yes,0.930105,0.450000,0.066667,0,0,2,0.777778
Yes,0.908067,0.612903,0.080000,0,0,2,0.600000
Yes,0.669044,0.315789,0.214286,0,0,0,1.000000
Yes,0.839206,0.612903,0.035714,0,0,5,0.500000
Yes,0.736570,0.320000,0.062500,0,0,1,0.000000
No,0.546034,0.181818,0.000000,0,0,4,0.500000
Yes,0.764712,0.222222,0.176471,0,0,0,1.000000
No,0.758834,0.266667,0.050000,0,0,3,0.500000
Yes,0.918649,0.619048,0.266667,1,1,0,1.000000
Yes,0.850973,0.583333,0.352941,0,0,1,0.500000
Yes,0.845145,0.611111,0.117647,0,0,2,0.600000
Yes,0.661030,0.300000,0.142857,0,0,2,0.333333
Yes,0.823828,0.517241,0.526316,0,0,4,0.000000
No,0.767111,0.302326,0.000000,0,0,5,0.285714
Yes,0.892639,0.666667,0.000000,0,0,0,1.000000
No,0.868435,0.636364,0.117647,0,0,0,1.000000
Yes,0.836904,0.468750,0.333333,0,0,4,0.500000
Yes,0.828045,0.333333,0.136364,0,0,2,0.000000
No,0.776163,0.310345,0.000000,0,0,12,0.142857
Yes,0.869167,0.444444,0.105263,0,0,6,0.000000
Yes,0.894314,0.411765,0.000000,0,0,1,0.750000
Yes,0.877395,0.578947,0.000000,0,0,2,0.000000
Yes,0.859044,0.600000,0.111111,0,0,0,1.000000
No,0.688292,0.190476,0.272727,0,0,0,1.000000
Yes,0.877550,0.428571,0.000000,0,0,2,0.600000
Yes,0.857053,0.354839,0.090909,0,0,1,0.666667
No,0.873395,0.562500,0.153846,0,0,1,0.500000
Yes,0.890338,0.468750,0.173913,0,0,2,0.000000
No,0.808225,0.523810,0.200000,0,0,0,1.000000
No,0.749734,0.250000,0.235294,0,0,6,0.000000
Yes,0.868555,0.608696,0.150000,0,0,1,0.666667
Yes,0.921087,0.409091,0.062500,0,0,1,0.000000
Yes,0.912272,0.615385,0.269231,0,0,0,1.000000
No,0.672198,0.210526,0.090909,0,0,4,0.200000
Yes,0.693410,0.272727,0.187500,1,1,4,0.000000
Yes,0.774216,0.333333,0.117647,0,0,2,0.000000
Yes,0.850096,0.500000,0.235294,0,0,4,0.200000
Yes,0.749629,0.363636,0.461538,0,0,5,0.166667
Yes,0.807551,0.379310,0.217391,0,0,2,0.000000
No,0.843315,0.538462,0.291667,0,0,0,1.000000
Yes,0.742958,0.272727,0.000000,0,0,4,0.000000
Yes,0.848884,0.441176,0.000000,0,0,3,0.666667
Yes,0.718522,0.296296,0.105263,1,1,0,1.000000
Yes,0.903673,0.633333,0.035714,0,0,1,0.833333
Yes,0.843232,0.608696,0.142857,0,0,2,0.714286
Yes,0.865128,0.464286,0.150000,0,0,2,0.600000
Yes,0.801593,0.538462,0.181818,0,0,5,0.166667
Yes,0.938588,0.615385,0.086957,0,0,1,0.000000
No,0.697884,0.333333,0.235294,1,1,1,0.800000
Yes,0.832539,0.444444,0.222222,1,1,0,1.000000
Yes,0.750991,0.333333,0.400000,0,0,2,0.600000
No,0.935869,0.550000,0.187500,0,0,1,0.800000
No,0.855101,0.466667,0.368421,0,0,4,0.636364
No,0.807293,0.333333,0.190476,0,0,0,1.000000
Yes,0.698416,0.250000,0.307692,0,0,0,1.000000
Yes,0.804196,0.368421,0.153846,0,0,0,1.000000
Yes,0.681767,0.384615,0.375000,0,0,7,0.125000
Yes,1.000000,0.714286,0.000000,0,0,0,1.000000
Yes,0.865116,0.423077,0.166667,0,0,1,0.833333
Yes,0.927738,0.645161,0.000000,0,0,0,1.000000
No,0.692351,0.285714,0.150000,0,0,4,0.200000
Yes,0.912002,0.550000,0.500000,0,0,1,0.800000
No,0.783527,0.277778,0.357143,0,0,7,0.300000
Yes,0.869455,0.640000,0.047619,0,0,6,0.454545
Yes,0.931302,0.551724,0.250000,0,0,0,1.000000
Yes,0.816350,0.450000,0.066667,0,0,1,0.000000
No,0.797486,0.409091,0.222222,0,0,2,0.333333
No,0.819070,0.500000,0.000000,0,0,0,1.000000
Yes,0.958970,0.800000,0.000000,0,0,0,1.000000
Yes,0.841021,0.423077,0.388889,0,0,5,0.166667
No,0.914615,0.629630,0.238095,0,0,0,1.000000
Yes,0.707163,0.350000,0.133333,0,0,3,0.500000
No,0.847142,0.444444,0.388889,0,0,11,0.312500
No,0.691980,0.303030,0.086957,1,1,0,1.000000
No,0.639853,0.181818,0.375000,0,0,6,0.142857
Yes,0.890453,0.592593,0.380952,0,0,1,0.000000
No,0.706513,0.243243,0.000000,0,0,3,0.571429
No,0.796497,0.333333,0.037037,0,0,9,0.100000
Yes,0.768319,0.190476,0.272727,0,0,3,0.400000
Yes,0.747383,0.300000,0.333333,0,0,0,1.000000
No,0.799560,0.200000,0.318182,0,0,11,0.266667
Yes,0.903737,0.629630,0.192308,0,0,0,1.000000
Yes,0.908769,0.666667,0.045455,0,0,1,0.750000
Yes,0.848813,0.208333,0.071429,0,0,0,1.000000
Yes,0.875570,0.448276,0.296296,0,0,0,1.000000
Yes,0.832007,0.333333,0.130435,0,0,5,0.166667
Yes,0.814365,0.400000,0.000000,0,0,5,0.615385
Yes,0.872312,0.548387,0.120000,0,0,0,1.000000
Yes,0.921734,0.590909,0.055556,1,1,1,0.500000
Yes,0.682074,0.318182,0.307692,0,0,1,0.500000
Yes,0.874900,0.565217,0.208333,0,0,2,0.750000
No,0.718820,0.391304,0.125000,0,0,2,0.714286
Yes,0.729401,0.218750,0.000000,0,0,7,0.125000
Yes,0.860219,0.600000,0.157895,0,0,0,1.000000
Yes,0.907438,0.739130,0.200000,0,0,0,1.000000
No,0.773764,0.454545,0.157895,0,0,2,0.666667
Yes,0.803783,0.500000,0.400000,0,0,1,0.750000
No,0.715882,0.080000,0.000000,0,0,10,0.090909
No,0.769786,0.351351,0.107143,0,0,11,0.476190
Yes,0.901926,0.590909,0.150000,1,1,6,0.250000
Yes,0.710903,0.294118,0.083333,0,0,0,1.000000
Yes,0.730105,0.187500,0.111111,0,0,1,0.666667
Yes,0.761199,0.310345,0.000000,0,0,2,0.333333
Yes,0.753360,0.350000,0.250000,0,0,2,0.333333
Yes,0.768826,0.434783,0.000000,0,0,3,0.000000
No,0.766579,0.260870,0.230769,0,0,5,0.583333
No,0.867968,0.516129,0.125000,0,0,7,0.562500
Yes,0.939318,0.666667,0.080000,0,0,0,1.000000
Yes,0.882524,0.458333,0.055556,0,0,3,0.500000
Yes,0.953237,0.652174,0.111111,0,0,1,0.666667
Yes,0.738520,0.250000,0.187500,0,0,3,0.250000
Yes,0.890554,0.588235,0.076923,0,0,6,0.571429
No,0.810296,0.483871,0.090909,0,0,3,0.400000
Yes,0.686691,0.250000,0.235294,0,0,1,0.833333
Yes,0.877203,0.615385,0.000000,0,0,0,1.000000
Yes,0.705534,0.270270,0.041667,0,0,3,0.400000
Yes,0.854043,0.500000,0.238095,0,0,0,1.000000
No,0.804360,0.222222,0.444444,0,0,17,0.105263
Yes,0.774915,0.333333,0.000000,0,0,0,1.000000
Yes,0.796726,0.360000,0.000000,0,0,10,0.230769
Yes,0.932349,0.700000,0.166667,0,0,1,0.666667
Yes,0.786666,0.500000,0.117647,0,0,1,0.900000
Yes,0.739338,0.291667,0.000000,0,0,1,0.000000
Yes,0.862646,0.555556,0.238095,0,0,2,0.600000
No,0.737219,0.333333,0.333333,0,0,4,0.000000
Yes,0.814934,0.413793,0.357143,0,0,4,0.500000
Yes,0.768051,0.400000,0.055556,0,0,5,0.285714
Yes,0.781659,0.300000,0.222222,1,1,1,0.750000
No,0.732735,0.333333,0.000000,0,0,5,0.166667
Yes,0.922452,0.437500,0.086957,0,0,4,0.500000
No,0.765129,0.320000,0.285714,1,1,2,0.000000
No,0.701069,0.260870,0.058824,0,0,4,0.500000
Yes,0.738618,0.416667,0.105263,0,0,6,0.142857
No,0.825450,0.391304,0.117647,0,0,6,0.538462
Yes,0.828150,0.500000,0.038462,0,0,4,0.200000
Yes,0.915775,0.740741,0.000000,0,0,0,1.000000
Yes,0.703383,0.294118,0.200000,0,0,2,0.333333
Yes,0.939695,0.714286,0.277778,0,0,2,0.500000
Yes,0.748864,0.350000,0.230769,0,0,0,1.000000
Yes,0.847174,0.375000,0.125000,0,0,0,1.000000
No,0.867925,0.388889,0.500000,0,0,7,0.363636
Yes,0.665306,0.200000,0.125000,0,0,6,0.333333
Yes,0.918069,0.708333,0.125000,0,0,0,1.000000
Yes,0.920530,0.423077,0.000000,0,0,0,1.000000
Yes,0.916506,0.608696,0.055556,0,0,0,1.000000
No,0.762921,0.250000,0.333333,0,0,12,0.250000
No,0.626020,0.214286,0.125000,0,0,7,0.222222
Yes,0.723674,0.346154,0.100000,0,0,7,0.000000
Yes,0.856808,0.551724,0.250000,0,0,1,0.750000
Yes,0.883661,0.535714,0.000000,0,0,1,0.666667
No,0.741976,0.250000,0.133333,0,0,3,0.400000
Yes,0.786802,0.421053,0.000000,0,0,3,0.625000
No,0.800362,0.366667,0.210526,0,0,0,1.000000
No,0.804808,0.384615,0.190476,0,0,2,0.500000
Yes,0.935648,0.750000,0.041667,0,0,1,0.857143
Yes,0.790237,0.333333,0.150000,0,0,7,0.222222
Yes,0.847896,0.533333,0.071429,0,0,1,0.500000
No,0.893841,0.484848,0.380952,0,0,3,0.666667
No,0.798528,0.333333,0.050000,0,0,7,0.125000
No,0.730043,0.318182,0.214286,0,0,3,0.400000
Yes,0.832094,0.640000,0.000000,0,0,0,1.000000
Yes,0.911585,0.592593,0.190476,0,0,3,0.727273
No,0.736957,0.307692,0.250000,0,0,3,0.400000
No,0.603471,0.238095,0.076923,0,0,0,1.000000
No,0.875955,0.592593,0.166667,0,0,1,0.666667
Yes,0.843267,0.615385,0.285714,0,0,2,0.333333
Yes,0.827625,0.500000,0.181818,0,0,3,0.400000
Yes,0.921236,0.666667,0.250000,0,0,0,1.000000
Yes,0.723524,0.304348,0.142857,0,0,2,0.714286
No,0.840332,0.440000,0.437500,1,1,2,0.714286
Yes,0.827449,0.535714,0.263158,0,0,6,0.142857
Yes,0.883712,0.500000,0.192308,0,0,2,0.500000
Yes,0.749274,0.458333,0.055556,1,1,1,0.000000
Yes,0.862919,0.500000,0.296296,0,0,4,0.333333
Yes,0.808737,0.333333,0.153846,0,0,5,0.444444
Yes,0.846894,0.421053,0.200000,0,0,2,0.750000
Yes,0.837222,0.590909,0.055556,0,0,5,0.000000
Yes,0.723927,0.178571,0.200000,0,0,4,0.333333
Yes,0.757793,0.437500,0.090909,1,1,2,0.333333
Yes,0.827696,0.444444,0.266667,0,0,5,0.285714
Yes,0.738606,0.346154,0.333333,0,0,3,0.500000
No,0.693697,0.217391,0.153846,0,0,6,0.333333
No,0.817166,0.555556,0.388889,1,1,1,0.833333
Yes,0.966400,0.720000,0.045455,0,0,0,1.000000
Yes,0.879137,0.642857,0.142857,0,0,2,0.000000
No,0.911754,0.666667,0.241379,0,0,2,0.666667
No,0.866663,0.307692,0.250000,0,0,0,1.000000
Yes,0.936037,0.700000,0.037037,0,0,5,0.375000
Yes,0.852810,0.428571,0.444444,1,1,2,0.333333
No,0.708808,0.391304,0.250000,0,0,1,0.666667
No,0.642122,0.190476,0.250000,0,0,0,1.000000
Yes,0.704618,0.347826,0.000000,0,0,0,1.000000
Yes,0.785065,0.368421,0.076923,0,0,1,0.666667
Yes,0.881775,0.548387,0.086957,0,0,7,0.300000
Yes,0.870193,0.565217,0.190476,0,0,0,1.000000
Yes,0.849691,0.444444,0.000000,0,0,2,0.333333
No,0.708326,0.200000,0.000000,0,0,4,0.500000
Yes,0.842864,0.208333,0.230769,0,0,12,0.142857
Yes,0.881225,0.538462,0.043478,0,0,2,0.714286
No,0.914778,0.517241,0.250000,0,0,2,0.777778
No,0.787319,0.444444,0.411765,0,0,1,0.800000
No,0.861320,0.578947,0.157895,1,1,1,0.000000
No,0.666387,0.333333,0.250000,0,0,5,0.285714
No,0.845426,0.555556,0.315789,0,0,5,0.166667
Yes,0.755207,0.428571,0.357143,0,0,6,0.538462
No,0.678714,0.350000,0.250000,0,0,3,0.500000
No,0.712001,0.200000,0.272727,0,0,2,0.500000
No,0.831001,0.478261,0.333333,0,0,2,0.333333
Yes,0.874414,0.625000,0.100000,0,0,3,0.400000
No,0.907454,0.611111,0.500000,0,0,6,0.500000
No,0.799277,0.285714,0.312500,0,0,5,0.285714
Yes,0.772312,0.333333,0.187500,0,0,2,0.333333
No,0.705369,0.125000,0.250000,0,0,0,1.000000
Yes,0.889128,0.653846,0.045455,0,0,1,0.666667
Yes,0.811123,0.619048,0.210526,0,0,4,0.000000
Yes,0.723139,0.315789,0.133333,0,0,0,1.000000
No,0.667157,0.300000,0.454545,0,0,1,0.666667
Yes,0.940226,0.600000,0.000000,0,0,7,0.461538
No,0.685220,0.250000,0.176471,0,0,5,0.000000
No,0.734642,0.342105,0.071429,0,0,3,0.500000
Yes,0.736361,0.333333,0.052632,0,0,2,0.750000
Yes,0.878966,0.619048,0.105263,0,0,0,1.000000
Yes,0.899006,0.666667,0.000000,0,0,0,1.000000
No,0.821995,0.444444,0.250000,0,0,2,0.600000
Yes,0.887097,0.653846,0.285714,0,0,0,1.000000
Yes,0.796532,0.466667,0.300000,0,0,3,0.250000
Yes,0.833054,0.357143,0.052632,0,0,3,0.571429
Yes,0.597517,0.250000,0.187500,0,0,1,0.500000
No,0.661564,0.210526,0.300000,1,1,2,0.333333
Yes,0.745792,0.466667,0.368421,0,0,2,0.000000
No,0.735789,0.272727,0.153846,0,0,15,0.117647
Yes,0.690726,0.270270,0.217391,1,1,4,0.200000
No,0.803050,0.275862,0.047619,0,0,3,0.500000
Yes,0.862073,0.578947,0.461538,0,0,4,0.333333
Yes,0.806660,0.285714,0.071429,0,0,2,0.714286
Yes,0.942875,0.333333,0.181818,0,0,0,1.000000
Yes,0.900029,0.592593,0.043478,0,0,5,0.166667
No,0.844226,0.500000,0.187500,0,0,0,1.000000
Yes,0.844646,0.571429,0.166667,0,0,7,0.300000
No,0.704753,0.344828,0.352941,0,0,2,0.777778
Yes,0.852651,0.500000,0.074074,1,1,1,0.666667
Yes,0.922330,0.454545,0.000000,0,0,0,1.000000
Yes,0.827299,0.352941,0.090909,0,0,6,0.250000
Yes,0.918080,0.785714,0.142857,0,0,4,0.200000
No,0.698008,0.200000,0.000000,0,0,9,0.100000
Yes,0.922215,0.615385,0.074074,0,0,1,0.666667
Yes,0.888488,0.625000,0.166667,0,0,2,0.750000
No,0.832330,0.482759,0.160000,0,0,3,0.571429
Yes,0.914055,0.640000,0.315789,0,0,1,0.833333
Yes,0.835501,0.363636,0.142857,0,0,0,1.000000
Yes,0.721569,0.275000,0.000000,0,0,5,0.500000
No,0.917585,0.653846,0.250000,0,0,1,0.909091
Yes,0.881818,0.708333,0.000000,0,0,4,0.500000
Yes,0.774214,0.250000,0.214286,0,0,6,0.333333
Yes,0.852830,0.615385,0.045455,0,0,0,1.000000
Yes,0.875668,0.586207,0.428571,0,0,1,0.750000
Yes,0.889403,0.500000,0.066667,0,0,1,0.666667
Yes,0.815252,0.483871,0.296296,0,0,5,0.500000
No,0.737958,0.382353,0.041667,0,0,4,0.555556
Yes,0.809273,0.458333,0.269231,0,0,6,0.250000
Yes,0.796120,0.285714,0.133333,0,0,1,0.750000
No,0.759981,0.360000,0.058824,0,0,3,0.500000
No,0.798188,0.318182,0.125000,0,0,1,0.500000
Yes,0.877163,0.516129,0.206897,0,0,0,1.000000
No,0.741075,0.423077,0.235294,1,1,2,0.333333
Yes,0.891716,0.695652,0.090909,0,0,0,1.000000
Yes,0.788177,0.400000,0.125000,0,0,5,0.166667
No,0.737996,0.285714,0.312500,0,0,4,0.200000
No,0.792768,0.450000,0.125000,0,0,1,0.500000
No,0.852800,0.413793,0.181818,0,0,5,0.444444
No,0.724002,0.208333,0.187500,0,0,3,0.000000
No,0.846513,0.476190,0.428571,0,0,0,1.000000
Yes,0.784793,0.346154,0.263158,0,0,3,0.571429
Yes,0.788962,0.466667,0.125000,0,0,2,0.333333
Yes,0.842085,0.600000,0.000000,0,0,5,0.000000
Yes,0.791269,0.454545,0.133333,0,0,1,0.750000
Yes,0.938746,0.545455,0.000000,0,0,0,1.000000
Yes,0.938119,0.727273,0.043478,0,0,0,1.000000
Yes,0.853178,0.434783,0.142857,0,0,0,1.000000
Yes,0.931156,0.647059,0.277778,0,0,1,0.500000
No,0.730744,0.375000,0.166667,0,0,4,0.200000
Yes,0.769688,0.344828,0.227273,0,0,1,0.750000
Yes,0.858918,0.520000,0.105263,0,0,0,1.000000
Yes,0.845172,0.421053,0.000000,0,0,3,0.571429
No,0.851071,0.461538,0.440000,0,0,2,0.777778
Yes,0.868134,0.476190,0.461538,1,1,0,1.000000
Yes,0.907093,0.640000,0.045455,0,0,0,1.000000
Yes,0.952081,0.769231,0.076923,0,0,3,0.400000
Yes,0.786051,0.458333,0.000000,0,0,2,0.500000
Yes,0.741111,0.304348,0.235294,0,0,0,1.000000
Yes,0.812719,0.423077,0.300000,0,0,4,0.333333
Yes,0.906470,0.592593,0.000000,0,0,0,1.000000
Yes,0.944815,0.708333,0.200000,0,0,0,1.000000
Yes,0.882965,0.535714,0.259259,0,0,0,1.000000
Yes,0.864534,0.625000,0.260870,0,0,6,0.142857
Yes,0.886408,0.583333,0.437500,0,0,1,0.000000
Yes,0.854878,0.500000,0.105263,0,0,0,1.000000
No,0.683237,0.250000,0.166667,0,0,1,0.500000
No,0.789125,0.363636,0.296296,0,0,2,0.600000
Yes,0.843149,0.560000,0.136364,0,0,3,0.571429
No,0.720212,0.105263,0.100000,0,0,0,1.000000
Yes,0.765468,0.291667,0.461538,0,0,0,1.000000
Yes,0.853875,0.521739,0.304348,0,0,1,0.666667
Yes,0.806164,0.350000,0.142857,0,0,8,0.272727
No,0.599911,0.277778,0.285714,1,1,1,0.500000
Yes,0.890012,0.444444,0.105263,0,0,6,0.333333
No,0.700146,0.269231,0.200000,0,0,3,0.500000
Yes,0.808607,0.344828,0.047619,0,0,0,1.000000
No,0.792466,0.428571,0.384615,0,0,0,1.000000
No,0.749830,0.260870,0.307692,0,0,1,0.666667
No,0.705464,0.368421,0.000000,0,0,4,0.555556
No,0.733995,0.292683,0.035714,0,0,1,0.833333
No,0.890535,0.600000,0.210526,0,0,0,1.000000
Yes,0.974311,0.782609,0.095238,0,0,0,1.000000
Yes,0.789569,0.428571,0.095238,0,0,13,0.187500
Yes,0.756064,0.380952,0.222222,0,0,1,0.666667
No,0.711294,0.333333,0.222222,0,0,2,0.000000
No,0.842551,0.518519,0.238095,0,0,1,0.500000
No,0.593182,0.250000,0.000000,0,0,1,0.500000
Yes,0.908311,0.653846,0.315789,0,0,0,1.000000
No,0.789089,0.347826,0.384615,0,0,4,0.200000
No,0.723590,0.368421,0.200000,0,0,3,0.400000
Yes,0.747339,0.371429,0.217391,0,0,3,0.500000
Yes,0.890293,0.720000,0.185185,0,0,0,1.000000
No,0.765021,0.363636,0.500000,0,0,3,0.250000
Yes,0.798844,0.370370,0.437500,0,0,5,0.615385
Yes,0.945217,0.714286,0.227273,0,0,1,0.750000
No,0.872138,0.600000,0.259259,0,0,0,1.000000
Yes,0.733141,0.342857,0.153846,0,0,5,0.285714
No,0.759457,0.250000,0.500000,0,0,3,0.000000
No,0.639150,0.230769,0.312500,0,0,10,0.000000
No,0.883925,0.500000,0.200000,0,0,6,0.333333
Yes,0.913569,0.521739,0.157895,1,1,0,1.000000
Yes,0.913220,0.629630,0.041667,0,0,1,0.800000
Yes,0.855034,0.571429,0.250000,0,0,2,0.333333
No,0.826449,0.470588,0.071429,0,0,3,0.000000
Yes,0.965533,0.689655,0.038462,0,0,3,0.571429
Yes,0.890385,0.520000,0.263158,0,0,1,0.000000
Yes,0.836891,0.437500,0.083333,0,0,0,1.000000
No,0.737526,0.250000,0.176471,0,0,5,0.166667
Yes,0.782666,0.473684,0.142857,0,0,1,0.666667
No,0.907826,0.708333,0.307692,1,1,0,1.000000
Yes,0.919830,0.500000,0.160000,0,0,5,0.285714
Yes,0.870068,0.444444,0.000000,0,0,0,1.000000
Yes,0.894765,0.705882,0.266667,0,0,0,1.000000
Yes,0.803423,0.434783,0.058824,0,0,0,1.000000
Yes,0.744588,0.269231,0.062500,0,0,6,0.400000
Yes,0.781396,0.300000,0.000000,0,0,0,1.000000
No,0.804488,0.500000,0.304348,0,0,1,0.500000
Yes,0.878014,0.714286,0.050000,0,0,1,0.800000
No,0.705235,0.272727,0.080000,0,0,1,0.666667
Yes,0.844707,0.344828,0.047619,0,0,2,0.000000
Yes,0.787664,0.260870,0.214286,0,0,0,1.000000
Yes,0.911209,0.696970,0.033333,0,0,4,0.428571
Yes,0.907086,0.724138,0.000000,0,0,5,0.375000
Yes,0.844172,0.423077,0.000000,0,0,2,0.500000
Yes,0.845093,0.375000,0.300000,0,0,2,0.777778
No,0.894339,0.419355,0.400000,0,0,0,1.000000
Yes,0.805328,0.352941,0.153846,0,0,0,1.000000
Yes,0.913848,0.612903,0.208333,0,0,0,1.000000
No,0.649800,0.243243,0.083333,0,0,17,0.105263
Yes,0.793384,0.382353,0.041667,0,0,8,0.272727
Yes,0.840245,0.478261,0.176471,0,0,0,1.000000
Yes,0.653885,0.285714,0.250000,0,0,1,0.750000
Yes,0.855476,0.545455,0.250000,0,0,0,1.000000
No,0.883826,0.400000,0.333333,0,0,6,0.454545
No,0.761868,0.192308,0.368421,0,0,2,0.000000
Yes,0.876829,0.655172,0.040000,0,0,0,1.000000
Yes,0.732085,0.222222,0.285714,0,0,2,0.500000
Yes,0.864862,0.600000,0.285714,0,0,2,0.333333
Yes,0.720443,0.375000,0.315789,0,0,9,0.000000
Yes,0.857768,0.433333,0.000000,1,1,1,0.500000
Yes,0.925418,0.680000,0.000000,0,0,0,1.000000
Yes,0.880338,0.541667,0.052632,0,0,5,0.444444
Yes,0.939581,0.607143,0.041667,0,0,5,0.444444
Yes,0.921678,0.631579,0.222222,0,0,1,0.000000
No,0.766598,0.291667,0.583333,0,0,2,0.600000
Yes,0.847969,0.406250,0.080000,0,0,2,0.666667
Yes,0.816620,0.272727,0.071429,0,0,9,0.250000
No,0.749045,0.240000,0.062500,0,0,3,0.400000
No,0.637220,0.277778,0.230769,0,0,3,0.250000
Yes,0.791221,0.545455,0.125000,0,0,0,1.000000
No,0.841245,0.437500,0.296296,1,1,1,0.500000
No,0.803391,0.419355,0.227273,0,0,2,0.000000
Yes,0.778197,0.375000,0.041667,0,0,2,0.500000
No,0.797101,0.450000,0.416667,1,1,1,0.800000
Yes,0.734798,0.285714,0.296296,0,0,7,0.300000
Yes,0.979772,0.703704,0.000000,0,0,0,1.000000
Yes,0.825350,0.448276,0.230769,0,0,0,1.000000
Yes,0.880673,0.615385,0.000000,0,0,1,0.666667
Yes,0.764898,0.411765,0.272727,0,0,2,0.000000
No,0.762337,0.291667,0.000000,0,0,4,0.428571
Yes,0.891014,0.555556,0.120000,0,0,0,1.000000
Yes,0.693915,0.117647,0.111111,0,0,1,0.666667
No,0.641125,0.208333,0.142857,0,0,5,0.000000
Yes,0.823797,0.562500,0.357143,0,0,2,0.333333
Yes,0.916032,0.760000,0.300000,0,0,4,0.200000
Yes,0.702631,0.294118,0.200000,0,0,2,0.600000
No,0.855575,0.296296,0.400000,0,0,2,0.500000
Yes,0.761808,0.382353,0.040000,0,0,3,0.250000
Yes,0.918603,0.500000,0.250000,0,0,0,1.000000
No,0.829120,0.500000,0.562500,0,0,0,1.000000
Yes,0.775049,0.411765,0.272727,0,0,1,0.000000
Yes,0.968835,0.454545,0.055556,0,0,5,0.500000
No,0.582467,0.166667,0.416667,0,0,6,0.000000
No,0.602752,0.222222,0.090909,1,1,1,0.000000
Yes,0.817424,0.333333,0.210526,0,0,0,1.000000
Yes,0.933153,0.666667,0.035714,0,0,1,0.800000
Yes,0.905095,0.586207,0.130435,0,0,4,0.555556
Yes,0.722755,0.391304,0.058824,0,0,1,0.500000
Yes,0.832133,0.607143,0.222222,0,0,2,0.000000
Yes,0.795351,0.379310,0.181818,0,0,3,0.250000
Yes,0.878141,0.523810,0.133333,0,0,2,0.500000
No,0.764630,0.325581,0.000000,1,1,3,0.400000
Yes,0.851309,0.533333,0.421053,0,0,1,0.500000
No,0.598829,0.294118,0.000000,1,1,1,0.500000
No,0.651685,0.208333,0.285714,0,0,2,0.000000
Yes,0.807320,0.434783,0.000000,0,0,4,0.000000
No,0.808094,0.476190,0.222222,0,0,1,0.666667
Yes,0.901570,0.666667,0.000000,0,0,1,0.500000
Yes,0.884172,0.714286,0.034483,0,0,3,0.400000
No,0.842025,0.500000,0.178571,0,0,0,1.000000
Yes,0.860418,0.650000,0.000000,0,0,0,1.000000
Yes,0.763751,0.409091,0.150000,0,0,0,1.000000
No,0.585487,0.208333,0.142857,0,0,0,1.000000
Yes,0.737509,0.333333,0.416667,0,0,1,0.000000
No,0.798616,0.333333,0.176471,0,0,6,0.142857
No,0.717843,0.323529,0.000000,0,0,3,0.400000
No,0.690468,0.111111,0.333333,0,0,3,0.571429
Yes,0.879130,0.545455,0.250000,0,0,0,1.000000
Yes,0.743608,0.277778,0.083333,0,0,4,0.333333
No,0.519263,0.117647,0.000000,0,0,2,0.000000
Yes,0.912641,0.709677,0.153846,0,0,2,0.666667
No,0.706244,0.083333,0.142857,0,0,8,0.111111
No,0.784481,0.250000,0.222222,0,0,1,0.750000
No,0.742046,0.333333,0.076923,0,0,1,0.833333
No,0.807835,0.454545,0.000000,0,0,2,0.333333
Yes,0.773142,0.421053,0.454545,0,0,5,0.375000
No,0.825171,0.478261,0.227273,0,0,1,0.500000
No,0.733140,0.360000,0.272727,0,0,0,1.000000
Yes,0.764131,0.333333,0.315789,0,0,5,0.545455
