quality,unique_words,length_ratio,sim_0,negations,neg_parity,unusuals_0,unusual_ratio_0,sim_1,unusuals_1,unusual_ratio_1,sim_2,unusuals_2,unusual_ratio_2,sim_3,unusuals_3,unusual_ratio_3,sim_4,unusuals_4,unusual_ratio_4,max_sim,min_sim,line,text
No,0.75,0.25,0.878962674,0,0,0,1,0.679525355,5,0.545454545,0.891002568,2,0.5,0.962648415,2,0.5,0.922752827,2,0.5,0.962648415,0.679525355,82,Kelly will begin meetings with Russian Deputy Foreign Minister Alexander Losyukov in Washington on Monday. | Russian Deputy Foreign Minister Alexander Losyukov said in Moscow Tuesday a firm date would be fixed by this months end.
Yes,1.1,0.142857,0.943087856,0,0,1,0.75,0.845534069,4,0.555555556,0.980019551,1,0.8,0.991384733,1,0.8,0.805530762,1,0.8,0.991384733,0.805530762,83,"The latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz, about 3km from the freeway. | Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway."
No,0.733333,0.388889,0.886159433,0,0,0,1,0.809026255,0,1,0.912700441,0,1,1,0,1,0.999998215,0,1,1,0.809026255,84,"Sanitation is poor... there could be typhoid and cholera, he said. | Sanitation is poor, drinking water is generally left behind . . . there could be typhoid and cholera."
No,1,0.095238,0.870143444,0,0,15,0,0.713841738,19,0.095238095,0.946702014,15,0,0.990817364,15,0,0.986342555,15,0,0.990817364,0.713841738,85,"The Dow Jones Industrial Average ended down 128 points, or 1.4%, at 9073, while the Nasdaq fell 34 points, or 2.1%, to 1610. | In early trading, the Dow Jones industrial average was up 3.90, or 0.04 percent, at 9,113.75, having gained 36.90 on Tuesday."
Yes,0.928571,0.071429,0.82832255,0,0,1,0.5,0.767346238,2,0.333333333,0.805199503,4,0.2,0.927435535,4,0.2,0.904309051,4,0.2,0.927435535,0.767346238,86,PDC will also almost certainly fan the flames of speculation about Longhorn's release. | PDC will also almost certainly reignite speculation about release dates of Microsoft's new products.
Yes,0.875,0.038462,0.896807563,0,0,1,0,0.740275419,2,0,0.878770452,1,0.5,0.898592647,1,0.5,0.906353245,1,0.5,0.906353245,0.740275419,87,Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted. | It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected.
Yes,0.947368,0.095238,0.916644449,0,0,0,1,0.866574108,0,1,0.999850708,0,1,0.999402185,0,1,0.994923544,0,1,0.999850708,0.866574108,88,"NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality. | NEC's pitching its wireless gear and management software to a variety of industries, including healthcare and hospitality, a company spokesman said."
Yes,1.133333,0,0.928902719,0,0,0,1,0.812122692,1,0.666666667,0.99986658,0,1,0.999907023,0,1,0.99972082,0,1,0.999907023,0.812122692,89,"Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning. | ELENA Slough, considered to be the oldest person in the US and the third oldest person in the world, has died."
Yes,0.818182,0.166667,0.931966936,0,0,1,0,0.906705478,1,0,0.857826804,2,0,0.90836901,2,0,0.865763753,2,0,0.931966936,0.857826804,90,"We are declaring war on sexual harassment and sexual assault.	We have declared war on sexual assault and sexual harassment,"" Rosa said. | "
No,1.076923,0.076923,0.876687487,0,0,6,0.25,0.800966861,6,0.5,0.815974509,6,0.333333333,0.998762567,6,0.333333333,0.989924914,6,0.333333333,0.998762567,0.800966861,91,"The technology-laced Nasdaq Composite Index <.IXIC> added 1.92 points, or 0.12 percent, at 1,647.94. | The technology-laced Nasdaq Composite Index .IXIC dipped 0.08 of a point to 1,646."
No,0.928571,0.1875,0.874330914,0,0,4,0.333333333,0.708729011,6,0.25,0.965168647,4,0.333333333,0.988990416,4,0.333333333,0.973998957,4,0.333333333,0.988990416,0.708729011,92,"The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent. | Against the Swiss franc the dollar was at 1.3289 francs, up 0.5 percent on the day."
No,1.214286,0.214286,0.908245209,0,0,11,0.083333333,0.731336752,16,0.111111111,0.855392938,12,0.076923077,0.975570389,12,0.076923077,0.968979972,12,0.076923077,0.975570389,0.731336752,93,"The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60. | The technology-laced Nasdaq Composite Index was down 25.36 points, or 1.53 percent, at 1,628.26."
Yes,0.947368,0.05,0.925989632,0,0,0,1,0.935543342,0,1,0.89804853,3,0.625,0.991176231,3,0.625,0.99440292,3,0.625,0.99440292,0.89804853,94,"El Watan, an Algerian newspaper, reported that the kidnappers fiercely resisted the army assault this morning, firing Kalashnikov rifles. | El Watan, an Algerian newspaper, reported that the kidnappers put up fierce resistance during the army assault, firing Kalashnikov rifles."
No,1.214286,0.214286,0.869012489,0,0,11,0.153846154,0.77327607,13,0.1875,0.852231899,11,0.153846154,0.965680841,11,0.153846154,0.916815425,11,0.153846154,0.965680841,0.77327607,95,"But Mitsubishi Tokyo Financial (JP:8306: news, chart, profile) declined 3,000 yen, or 0.65 percent, to 456,000 yen. | Sumitomo Mitsui Financial (JP:8316: news, chart, profile) was down 2.5 percent at 198,000 yen."
No,0.6875,0.294118,0.92607259,0,0,1,0,0.795397661,2,0,0.898370754,2,0.666666667,0.975951561,2,0.666666667,0.933170963,2,0.666666667,0.975951561,0.795397661,96,"We're just dealing with bragging rights here, who wins and who loses. | Leaving aside attorney fees, we're dealing with bragging rights of who wins and who loses, said Gammerman."
Yes,1,0,0.908138736,0,0,7,0.125,0.749848926,11,0.214285714,0.844831785,7,0.125,0.97292319,7,0.125,0.976486973,7,0.125,0.976486973,0.749848926,97,"Shares of Hartford rose $2.88 to $46.50 in New York Stock Exchange composite trading. | Shares of Hartford were up $2.28, or 5.2 percent, to $45.90 in midday trading."
No,1.1875,0.25,0.933718855,0,0,0,1,0.74671701,1,0.5,0.86592004,1,0,0.924246683,1,0,0.882454465,1,0,0.933718855,0.74671701,98,This Palm OS smart phone is the last product the company will release before it becomes a part of palmOne. | This was almost certainly its last full quarter before the company becomes a part of Palm.
No,1.076923,0.230769,0.822755359,0,0,0,1,0.558829398,0,1,0.795060192,1,0,0.842912358,1,0,0.888542136,1,0,0.888542136,0.558829398,99,And they think the protein probably is involved in the spread of other forms of cancer. | They researchers say the research could be relevant to other forms of cancer.
Yes,1.130435,0.125,0.981575572,0,0,0,1,0.971825704,0,1,0.992228734,5,0.285714286,0.992085009,5,0.285714286,0.992917912,5,0.285714286,0.992917912,0.971825704,100,"Tokyo Electric Power Co., Asia's largest power company, won approval to restart the first of 17 nuclear reactors it shut down after it admitted falsifying inspection reports. | Tokyo Electric Power Co., Asia's largest power company, restarted the first of 17 nuclear reactors it shut down after admitting it falsified inspection reports."
Yes,0.823529,0.222222,0.777534019,0,0,7,0,0.731652094,8,0,0.89900376,8,0.111111111,0.935500254,8,0.111111111,0.981992953,8,0.111111111,0.981992953,0.731652094,101,"Tuition at four-year private colleges averaged $19,710 this year, up 6 percent from 2002. | For the current academic year, tuition at public colleges averaged $4,694, up almost $600 from the year before."
No,1.076923,0.153846,0.782958082,0,0,0,1,0.654196098,0,1,0.734754449,4,0.2,0.90285666,4,0.2,0.905929978,4,0.2,0.905929978,0.654196098,102,Security lights have also been installed and police have swept the grounds for booby traps. | Security lights have also been installed on a barn near the front gate.
Yes,0.923077,0.037037,0.93603788,0,0,3,0.5,0.850053413,4,0.555555556,0.96046526,3,0.5,0.995035509,3,0.5,0.987326441,3,0.5,0.995035509,0.850053413,103,"The only announced Republican to replace Davis is Rep. Darrell Issa of Vista, who has spent $1.71 million of his own money to force a recall. | So far the only declared major party candidate is Rep. Darrell Issa, a Republican who has spent $1.5 million of his own money to fund the recall."
Yes,1.166667,0.15,0.895632954,0,0,4,0,0.858453554,5,0,0.908348091,5,0.285714286,0.885988826,5,0.285714286,0.875647982,5,0.285714286,0.908348091,0.858453554,104,"He said that with the U.S.-backed peace plan, or road map, “in a coma,” the attack could easily widen conflict through the region. | Mr Jouejati said that with the US-backed road map ""in a coma"" the attack could easily widen through the region."
Yes,1.25,0.25,0.929269994,0,0,0,1,0.773082391,1,0.8,0.849945288,0,1,0.983145798,0,1,0.95527917,0,1,0.983145798,0.773082391,105,"A successful attack could be launched within any type of document that supports VBA, including Microsoft Word, Excel or PowerPoint. | But this could happen with any document format that supports VBA, including Word, Excel or PowerPoint."
Yes,1.083333,0.083333,0.889915033,0,0,0,1,0.68137636,2,0.333333333,0.836298046,0,1,0.998962601,0,1,0.999791173,0,1,0.999791173,0.68137636,106,"Officials at Brandeis said this was an ""extremely heartrending"" time for the campus. | This is an extremely heartrending time for the entire Brandeis University community."
No,0.636364,0.363636,0.905094922,0,0,0,1,0.785774332,0,1,0.950555667,1,0.666666667,0.981501265,1,0.666666667,0.961412728,1,0.666666667,0.981501265,0.785774332,107,"If that ain't a Democrat, I must be at the wrong meeting, he said. | And if that ain't a Democrat, then I must be in the wrong meeting,"" he said to thunderous applause from his supporters."
Yes,0.722222,0.315789,0.906012909,0,0,0,1,0.82939564,1,0.666666667,0.963580306,1,0.5,0.946532244,1,0.5,0.870812307,1,0.5,0.963580306,0.82939564,108,Fewer than a dozen FBI agents were dispatched to secure and analyze evidence. | Fewer than a dozen FBI agents will be sent to Iraq to secure and analyze evidence of the bombing.
Yes,1,0,0.897108679,0,0,2,0,0.703042862,2,0,0.780247708,2,0,0.980008193,2,0,0.910478242,2,0,0.980008193,0.703042862,109,"Those who only had surgery lived an average of 46 months. | For those who got surgery alone, median survival was 41 months."
Yes,0.954545,0.041667,0.953224315,0,0,0,1,0.929102424,3,0.571428571,0.964527975,0,1,0.996283221,0,1,0.999154147,0,1,0.999154147,0.929102424,110,Tonight a spokesman for Russia's foreign ministry said the ministry may issue a statement on Thursday clarifying Russia's position on cooperation with Iran's nuclear-energy efforts. | Tonight a spokesman for the Russian Foreign Ministry said it might issue a statement on Thursday clarifying Russia's position on aiding Iran's nuclear-energy efforts.
Yes,0.952381,0.047619,0.915810279,0,0,2,0.5,0.872876316,2,0.6,0.984258229,4,0.333333333,0.90448866,4,0.333333333,0.916267786,4,0.333333333,0.984258229,0.872876316,111,"A day earlier, a committee appointed by reformist President Mohammad Khatami called for an independent judicial inquiry into Kazemi's death. | A day earlier, a committee appointed by President Mohammad Khatami had called for an independent inquiry into the 54-year-old photojournalist's death."
Yes,1.043478,0.043478,0.901943708,0,0,0,1,0.761054753,1,0.5,0.882972562,2,0.6,0.97721675,2,0.6,0.939246092,2,0.6,0.97721675,0.761054753,112,"The suite comes complete with a word processor, spreadsheet, presentation software and other components, while continuing its tradition of utilizing an XML-based file format. | The suite includes a word processor, spreadsheet, presentation application (analogous to PowerPoint), and other components -- all built around the XML file format."
Yes,0.954545,0.04,0.899542663,0,0,6,0.25,0.819219626,10,0.230769231,0.950584485,6,0.4,0.986237998,6,0.4,0.985732534,6,0.4,0.986237998,0.819219626,113,"Downstream at Mount Vernon, the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight, Burke said. | The Skagit was expected to crest during the night at 38 feet at Mount Vernon, 10 feet above flood stage, the National Weather Service said."
No,1.428571,0.428571,0.888166046,0,0,8,0.2,0.767980554,9,0.307692308,0.999078464,8,0.2,0.987673543,8,0.2,0.933834242,8,0.2,0.999078464,0.767980554,114,"The blue-chip Dow Jones industrial average eased 44 points, or 0.47 percent, to 9,543, after scoring five consecutive up sessions. | The Dow Jones industrial average .DJI rose 18.25 points, or 0.19 percent, to 9,586.71."
No,1.266667,0.266667,0.839135018,0,0,11,0.083333333,0.758244634,14,0.125,0.865683901,13,0.071428571,0.978126997,13,0.071428571,0.963794786,13,0.071428571,0.978126997,0.758244634,115,"The Nasdaq composite index inched up 1.28, or 0.1 percent, to 1,766.60, following a weekly win of 3.7 percent. | The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points, or 1.39 percent, at 1,739.87."
Yes,1.066667,0.0625,0.930871552,0,0,0,1,0.725797509,0,1,0.831892303,0,1,0.942886753,0,1,0.936694035,0,1,0.942886753,0.725797509,116,"Physicians who violate the ban would be subject to fines and up to two years in prison. | Physicians who perform the procedure would face up to two years in prison, under the bill."
No,1.133333,0.333333,0.887395944,0,0,12,0.142857143,0.791127013,14,0.222222222,0.853606525,12,0.142857143,0.995439658,12,0.142857143,0.994586198,12,0.142857143,0.995439658,0.791127013,117,"Standard & Poor's 500 stock index futures declined 4.40 points to 983.50, while Nasdaq futures fell 6.5 points to 1,206.50. | The Standard & Poor's 500 Index was up 1.75 points, or 0.18 percent, to 977.68."
Yes,1.294118,0.294118,0.934580783,0,0,3,0.5,0.932398969,3,0.5,0.989817868,4,0.428571429,0.980731162,4,0.428571429,0.927082372,4,0.428571429,0.989817868,0.927082372,118,"For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains 2 ½ 8-ounce servings. | Anhalt said children typically treat a 20-ounce soda bottle as one serving, while it actually contains 2.5."
No,0.809524,0.190476,0.858232126,0,0,9,0.1,0.824184962,10,0.090909091,0.898345183,9,0.1,0.980243538,9,0.1,0.992128062,9,0.1,0.992128062,0.824184962,119,"The yield on the 3 percent note maturing in 2008 fell 22 basis points to 2.61 percent. | The yield fell 2 basis points to 1.41 percent, after reaching 1.4 percent on May 8, the lowest since March 12."
Yes,0.928571,0.068966,0.96201369,0,0,0,1,0.916332082,0,1,0.990710398,0,1,0.999919452,0,1,0.998582316,0,1,0.999919452,0.916332082,120,"Kline's opinion dealt specifically with abortion providers, but it also would apply to doctors providing other services, such as prenatal care, to a pregnant child under 16. | Kline's opinion dealt specifically with abortion providers, but later his office said it also would apply to doctors providing services such as prenatal care to pregnant girls under 16."
