quality,unique_words,length_ratio,sim_0,negations,neg_parity,unusuals_0,unusual_ratio_0,sim_1,unusuals_1,unusual_ratio_1,sim_2,unusuals_2,unusual_ratio_2,sim_3,unusuals_3,unusual_ratio_3,sim_4,unusuals_4,unusual_ratio_4,max_sim,min_sim,text
Yes,0.809524,0.227273,0.939075125,0,0,1,0,0.778744405,4,0,0.926634155,1,0,0.933735861,1,0,0.864759318,1,0,0.939075125,0.778744405,157
Yes,0.888889,0.157895,0.988574284,0,0,0,1,0.865433237,1,0,0.841136599,0,1,0.999404837,0,1,0.99966599,0,1,0.99966599,0.841136599,158
Yes,0.75,0.222222,0.937231157,0,0,0,1,0.906491175,0,1,0.935980783,0,1,0.987297227,0,1,0.99358555,0,1,0.99358555,0.906491175,159
Yes,0.823529,0.176471,0.840348107,0,0,0,1,0.697037797,0,1,0.906213486,0,1,0.945038235,0,1,0.835909236,0,1,0.945038235,0.697037797,160
Yes,1.357143,0.428571,0.907215589,0,0,4,0.2,0.809738443,4,0.333333333,0.924429716,6,0.25,0.978111032,6,0.25,0.967522436,6,0.25,0.978111032,0.809738443,161
No,1.222222,0.2,0.865554697,0,0,0,1,0.836447344,2,0.333333333,0.921534463,1,0,0.780351817,1,0,0.706437526,1,0,0.921534463,0.706437526,162
Yes,1.222222,0.333333,0.967029719,0,0,1,0.75,0.948356934,2,0.6,0.997407128,1,0.75,0.977337958,1,0.75,0.972004507,1,0.75,0.997407128,0.948356934,163
Yes,0.7,0.3,0.946814263,0,0,1,0,0.779878132,1,0,0.971053548,1,0.5,0.963519275,1,0.5,0.933041936,1,0.5,0.971053548,0.779878132,164
Yes,1.166667,0.166667,0.740206492,0,0,2,0.5,0.73556432,3,0.625,0.987785307,2,0.5,0.957917122,2,0.5,0.956343447,2,0.5,0.987785307,0.73556432,165
Yes,0.894737,0.1,0.94152701,0,0,0,1,0.845208232,0,1,0.66790488,1,0.5,0.950400303,1,0.5,0.885473596,1,0.5,0.950400303,0.66790488,166
No,1.071429,0.117647,0.889439892,0,0,8,0,0.701079019,9,0,0.846012168,8,0,0.959976739,8,0,0.967856434,8,0,0.967856434,0.701079019,167
Yes,0.730769,0.333333,0.949129134,0,0,0,1,0.937617805,0,1,0.998524149,1,0.8,0.98634779,1,0.8,0.991845027,1,0.8,0.998524149,0.937617805,168
Yes,1.190476,0.083333,0.967771284,0,0,0,1,0.891781098,3,0.5,0.978342496,0,1,0.977680319,0,1,0.990943598,0,1,0.990943598,0.891781098,169
Yes,1.111111,0.111111,0.897090679,0,0,0,1,0.844533627,1,0.833333333,0.916640828,0,1,0.972736999,0,1,0.875625402,0,1,0.972736999,0.844533627,170
Yes,0.909091,0.086957,0.943498917,0,0,0,1,0.862537995,0,1,0.956546329,3,0.4,0.935527278,3,0.4,0.902611919,3,0.4,0.956546329,0.862537995,171
Yes,1.058824,0.105263,0.954606925,0,0,0,1,0.879867403,1,0.666666667,0.925048608,0,1,0.954913702,0,1,0.939211609,0,1,0.954913702,0.879867403,172
Yes,0.904762,0.045455,0.856571405,0,0,2,0,0.845162373,7,0.125,0.956577449,3,0.4,0.967504519,3,0.4,0.978205007,3,0.4,0.978205007,0.845162373,173
Yes,1.043478,0.083333,0.992882361,0,0,0,1,0.944921764,0,1,0.947815074,0,1,0.984487691,0,1,0.900637718,0,1,0.992882361,0.900637718,174
Yes,0.821429,0.172414,0.918022366,0,0,4,0.333333333,0.859869415,5,0.545454545,0.94643614,4,0.333333333,0.96290107,4,0.333333333,0.966873022,4,0.333333333,0.966873022,0.859869415,175
No,0.933333,0.066667,0.703836001,0,0,2,0.333333333,0.689576592,3,0.25,0.948712706,4,0.333333333,0.938560303,4,0.333333333,0.913809682,4,0.333333333,0.948712706,0.689576592,176
Yes,1.133333,0.133333,0.771302403,1,1,1,0,0.582693818,3,0,0.800097728,3,0.25,0.871337775,3,0.25,0.86175404,3,0.25,0.871337775,0.582693818,177
No,1,0.2,0.905557202,0,0,7,0,0.775447298,9,0.1,0.884889626,7,0.125,0.982164755,7,0.125,0.960829851,7,0.125,0.982164755,0.775447298,178
Yes,0.916667,0.076923,0.977887121,0,0,0,1,0.970780171,0,1,0.999506189,1,0.5,0.98017307,1,0.5,0.996502169,1,0.5,0.999506189,0.970780171,179
Yes,0.8,0.238095,0.852952514,0,0,1,0.8,0.841632482,3,0.666666667,0.983525624,2,0.666666667,0.984630954,2,0.666666667,0.976326148,2,0.666666667,0.984630954,0.841632482,180
Yes,1.125,0.176471,0.931776204,0,0,2,0.333333333,0.852866474,2,0.714285714,0.981736361,4,0.2,0.972435962,4,0.2,0.965749089,4,0.2,0.981736361,0.852866474,181
Yes,0.904762,0.125,0.989580012,0,0,0,1,0.947501084,0,1,0.958158139,2,0.333333333,0.984555014,2,0.333333333,0.983372656,2,0.333333333,0.989580012,0.947501084,182
Yes,1.375,0.352941,0.884062244,0,0,1,0.75,0.795949709,3,0.625,0.910195415,3,0.5,0.948418933,3,0.5,0.970405441,3,0.5,0.970405441,0.795949709,183
Yes,0.9,0,0.922264858,0,0,0,1,0.842840214,0,1,0.857296826,2,0.714285714,0.984072406,2,0.714285714,0.907823529,2,0.714285714,0.984072406,0.842840214,184
Yes,1.04,0.04,0.947395616,0,0,1,0.8,0.902298341,4,0.6,0.892694851,1,0.857142857,0.990853695,1,0.857142857,0.957683613,1,0.857142857,0.990853695,0.892694851,185
No,0.636364,0.363636,0.578470826,0,0,5,0.166666667,0.519498196,6,0.25,0.648363033,6,0.142857143,0.947723291,6,0.142857143,0.920658319,6,0.142857143,0.947723291,0.519498196,186
Yes,0.913043,0.076923,0.984232032,0,0,0,1,0.968897523,0,1,0.999999928,0,1,0.992541626,0,1,0.99938595,0,1,0.999999928,0.968897523,187
No,0.846154,0.076923,0.93161894,0,0,2,0.6,0.790922284,3,0.625,0.888778518,2,0.6,0.991585901,2,0.6,0.955439926,2,0.6,0.991585901,0.790922284,188
Yes,0.809524,0.26087,0.89980325,0,0,1,0,0.786832577,4,0,0.835164679,1,0.5,0.971317861,1,0.5,0.980784407,1,0.5,0.980784407,0.786832577,189
No,1,0,0.614752264,0,0,3,0,0.535554185,4,0,0.634996074,4,0,0.548999343,4,0,0.566247827,4,0,0.634996074,0.535554185,190
Yes,1.083333,0.083333,0.912941152,0,0,7,0,0.792755654,7,0.125,0.889620812,8,0.111111111,0.986275485,8,0.111111111,0.923134032,8,0.111111111,0.986275485,0.792755654,191
Yes,1.0625,0.125,0.980080401,0,0,1,0.666666667,0.930820119,1,0.666666667,0.999980762,1,0.75,0.99742634,1,0.75,0.974931456,1,0.75,0.999980762,0.930820119,192
No,0.8,0.2,0.902238501,0,0,0,1,0.703352275,2,0.6,0.845032258,0,1,0.872319242,0,1,0.811447866,0,1,0.902238501,0.703352275,193
Yes,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,194
Yes,1,0.043478,0.978335777,0,0,0,1,0.967271779,0,1,0.970653526,3,0.4,0.989543063,3,0.4,0.994325587,3,0.4,0.994325587,0.967271779,195
Yes,1.0625,0.055556,0.907511605,0,0,3,0.4,0.737457725,3,0.5,0.916568859,3,0.4,0.983607847,3,0.4,0.89434704,3,0.4,0.983607847,0.737457725,196
Yes,0.846154,0.153846,0.950811138,0,0,0,1,0.835695949,1,0.5,0.948745638,0,1,0.974566574,0,1,0.999984301,0,1,0.999984301,0.835695949,197
Yes,1.071429,0.071429,0.982128847,0,0,1,0.666666667,0.945681986,2,0.666666667,0.99949118,1,0.75,0.986753927,1,0.75,0.987602326,1,0.75,0.99949118,0.945681986,198
Yes,1.052632,0.047619,0.936699739,1,1,1,0.666666667,0.850547512,1,0.8,0.951250618,1,0.666666667,0.957727637,1,0.666666667,0.968006212,1,0.666666667,0.968006212,0.850547512,199
Yes,1.285714,0.285714,0.903196486,0,0,0,1,0.746598561,7,0.363636364,0.905807429,0,1,0.913243081,0,1,0.868927283,0,1,0.913243081,0.746598561,200
Yes,1.210526,0.142857,0.945688428,0,0,1,0.5,0.859921156,2,0.333333333,0.902855736,2,0.333333333,0.950519945,2,0.333333333,0.952941081,2,0.333333333,0.952941081,0.859921156,201
Yes,1.25,0.3125,0.97914067,0,0,0,1,0.870080049,3,0.5,0.901470623,0,1,0.984216718,0,1,0.90141143,0,1,0.984216718,0.870080049,202
Yes,1.285714,0.227273,0.928481274,0,0,2,0.6,0.842249537,3,0.7,0.979552159,2,0.666666667,0.989301943,2,0.666666667,0.87213435,2,0.666666667,0.989301943,0.842249537,203
Yes,1.04,0,0.953768451,0,0,1,0,0.886304184,6,0.333333333,0.962842792,1,0,0.856792912,1,0,0.8513432,1,0,0.962842792,0.8513432,204
Yes,1.1,0.095238,0.937237984,0,0,1,0,0.869493247,3,0,0.894543561,3,0.25,0.956025771,3,0.25,0.959161868,3,0.25,0.959161868,0.869493247,205
Yes,1.5,0.555556,0.889075221,0,0,0,1,0.747983468,2,0.333333333,0.915659396,3,0.25,0.974797316,3,0.25,0.970204348,3,0.25,0.974797316,0.747983468,206
Yes,1.117647,0.210526,0.979535174,0,0,0,1,0.953562067,0,1,0.848217457,0,1,0.990736031,0,1,0.975954042,0,1,0.990736031,0.848217457,207
No,0.75,0.296296,0.837946687,0,0,4,0.333333333,0.80937804,6,0.454545455,0.937067794,5,0.285714286,0.938808734,5,0.285714286,0.929788419,5,0.285714286,0.938808734,0.80937804,208
Yes,1.416667,0.384615,0.942183418,0,0,0,1,0.918558641,1,0.75,0.952643281,0,1,0.995204115,0,1,0.985024244,0,1,0.995204115,0.918558641,209
No,1.066667,0.133333,0.823669307,0,0,7,0,0.625331231,10,0,0.868292019,9,0.1,0.955902401,9,0.1,0.95571595,9,0.1,0.955902401,0.625331231,210
Yes,1.086957,0.217391,0.964605729,0,0,1,0,0.846711594,2,0.333333333,0.877590295,1,0.666666667,0.9672933,1,0.666666667,0.939213955,1,0.666666667,0.9672933,0.846711594,211
No,0.9375,0,0.816111899,0,0,7,0,0.717160732,8,0.2,0.906614959,9,0,0.96702886,9,0,0.931757506,9,0,0.96702886,0.717160732,212
Yes,0.8125,0.1875,0.783154475,0,0,4,0.2,0.719965059,5,0.166666667,0.986697903,4,0.2,0.986926482,4,0.2,0.81234584,4,0.2,0.986926482,0.719965059,213
Yes,0.947368,0.166667,0.991553724,0,0,0,1,0.934130218,0,1,0.977837106,0,1,1,0,1,1,0,1,1,0.934130218,214
Yes,1.086957,0.083333,0.960895464,0,0,1,0.666666667,0.899129258,2,0.5,0.978415187,1,0.75,0.997198808,1,0.75,0.991280204,1,0.75,0.997198808,0.899129258,215
Yes,1.357143,0.357143,0.909156663,0,0,0,1,0.777314542,3,0.571428571,0.865319078,1,0,0.829054355,1,0,0.867746793,1,0,0.909156663,0.777314542,216
Yes,0.884615,0.2,0.964434919,0,0,0,1,0.89805908,2,0.6,0.918028206,0,1,0.970501053,0,1,0.934159509,0,1,0.970501053,0.89805908,217
Yes,1.043478,0.083333,0.929106564,0,0,3,0,0.870172312,8,0.111111111,0.996092443,4,0.2,0.972237992,4,0.2,0.959592254,4,0.2,0.996092443,0.870172312,218
No,0.869565,0.086957,0.885956387,0,0,3,0.4,0.851812031,3,0.5,0.938469412,4,0.428571429,0.935682764,4,0.428571429,0.93419315,4,0.428571429,0.938469412,0.851812031,219
Yes,0.909091,0.130435,0.951640135,0,0,3,0.625,0.956706082,3,0.625,0.999342205,3,0.727272727,0.999898807,3,0.727272727,0.997849829,3,0.727272727,0.999898807,0.951640135,220
No,1.333333,0.333333,0.842700112,0,0,7,0,0.775838327,8,0,0.918399875,7,0,0.982693599,7,0,0.957014104,7,0,0.982693599,0.775838327,221
Yes,1.142857,0.125,0.93218395,0,0,2,0,0.834855539,3,0.571428571,0.911423846,2,0,0.938961385,2,0,0.823624787,2,0,0.938961385,0.823624787,222
No,0.8125,0.235294,0.872165895,0,0,1,0,0.697317479,2,0.333333333,0.863463795,1,0,0.835860914,1,0,0.870956487,1,0,0.872165895,0.697317479,223
Yes,0.944444,0.043478,0.940567927,0,0,1,0.5,0.871438841,1,0.5,0.842602853,2,0.5,0.979001381,2,0.5,0.973760262,2,0.5,0.979001381,0.842602853,224
Yes,0.8125,0.222222,0.908086939,0,0,0,1,0.830790501,2,0.333333333,0.946095021,1,0,0.928690517,1,0,0.950619362,1,0,0.950619362,0.830790501,225
Yes,1.052632,0,0.942790801,0,0,1,0,0.856838341,1,0,0.924924248,1,0,0.959786764,1,0,0.954680387,1,0,0.959786764,0.856838341,226
Yes,1.055556,0.105263,0.901217101,0,0,0,1,0.784954205,1,0.75,0.83235767,0,1,0.982076881,0,1,0.926472677,0,1,0.982076881,0.784954205,227
Yes,0.761905,0.28,0.91744841,0,0,0,1,0.84102065,5,0.166666667,0.858826077,0,1,0.923330891,0,1,0.990292119,0,1,0.990292119,0.84102065,228
No,0.888889,0.111111,0.898867112,0,0,5,0.375,0.773003659,7,0.5,0.830657645,5,0.375,0.980497533,5,0.375,0.825285038,5,0.375,0.980497533,0.773003659,229
No,1.166667,0.190476,0.930522531,0,0,0,1,0.850332623,0,1,0.922684233,0,1,0.957311624,0,1,0.931096091,0,1,0.957311624,0.850332623,230
Yes,1.041667,0.037037,0.973695952,0,0,2,0.333333333,0.85782738,3,0.5,0.919857162,2,0.333333333,0.910300724,2,0.333333333,0.949061548,2,0.333333333,0.973695952,0.85782738,231
Yes,0.666667,0.333333,0.850863572,0,0,2,0,0.678149001,2,0,0.720110758,2,0.333333333,0.998199782,2,0.333333333,0.98341744,2,0.333333333,0.998199782,0.678149001,232
No,0.875,0.176471,0.858365372,0,0,5,0.375,0.760949243,8,0.333333333,0.742551325,5,0.375,0.993739275,5,0.375,0.987000125,5,0.375,0.993739275,0.742551325,233
No,1.117647,0.411765,0.893379118,0,0,4,0.333333333,0.817827341,5,0.545454545,0.897888755,4,0.333333333,0.977489926,4,0.333333333,0.95794852,4,0.333333333,0.977489926,0.817827341,234
Yes,1,0.043478,0.931709872,0,0,2,0,0.866021351,2,0,0.993543499,2,0,0.833334793,2,0,0.824634936,2,0,0.993543499,0.824634936,235
Yes,0.833333,0.210526,0.897356517,0,0,2,0,0.782042559,3,0.25,0.991846774,2,0,0.71086849,2,0,0.700450183,2,0,0.991846774,0.700450183,236
No,0.714286,0.285714,0.903634251,0,0,0,1,0.832055373,1,0.666666667,0.996724604,1,0.75,0.980950978,1,0.75,0.986796594,1,0.75,0.996724604,0.832055373,237
Yes,0.842105,0.105263,0.97534225,1,1,0,1,0.967721897,0,1,0.679315387,0,1,0.998550204,0,1,0.955760515,0,1,0.998550204,0.679315387,238
Yes,1.214286,0.285714,0.913316287,0,0,1,0,0.885886239,4,0,0.695452518,3,0.25,0.963411522,3,0.25,0.961471832,3,0.25,0.963411522,0.695452518,239
No,0.684211,0.315789,0.809558772,0,0,2,0,0.702961343,7,0.222222222,0.754470766,2,0,0.831993244,2,0,0.821240504,2,0,0.831993244,0.702961343,240
Yes,0.733333,0.352941,0.690210289,0,0,1,0.5,0.677652106,3,0.5,0.927017161,4,0.2,0.936323968,4,0.2,0.934266379,4,0.2,0.936323968,0.677652106,241
Yes,1.272727,0.363636,0.930665479,0,0,0,1,0.734809688,0,1,0.957799722,0,1,0.98889308,0,1,0.971597264,0,1,0.98889308,0.734809688,242
Yes,1.045455,0,0.999976931,0,0,0,1,0.984671103,1,0.8,0.999985386,0,1,0.996243303,0,1,0.994590578,0,1,0.999985386,0.984671103,243
Yes,1.086957,0.08,0.833255238,0,0,0,1,0.785169893,0,1,0.829569217,5,0.545454545,0.980259687,5,0.545454545,0.977045917,5,0.545454545,0.980259687,0.785169893,244
No,1.5,0.5,0.892747982,0,0,1,0,0.615458031,4,0.2,0.890419029,2,0,0.626131963,2,0,0.533346698,2,0,0.892747982,0.533346698,245
Yes,1.384615,0.4,0.825629333,0,0,2,0.333333333,0.762137912,2,0.6,0.886305287,4,0.2,0.937993008,4,0.2,0.937749289,4,0.2,0.937993008,0.762137912,246
Yes,0.714286,0.266667,0.883191184,0,0,0,1,0.849783136,2,0.666666667,0.991594981,0,1,0.99882984,0,1,0.999796505,0,1,0.999796505,0.849783136,247
Yes,0.846154,0.076923,0.758513621,2,0,1,0,0.746848867,1,0,0.708260648,1,0.5,0.953445378,1,0.5,0.971561448,1,0.5,0.971561448,0.708260648,248
No,1.235294,0.352941,0.913027438,0,0,14,0,0.842964605,15,0,0.824203974,14,0,0.997658499,14,0,0.981583176,14,0,0.997658499,0.824203974,249
No,0.807692,0.185185,0.955011416,0,0,0,1,0.868774748,1,0.5,0.82670988,0,1,0.97823105,0,1,0.960538394,0,1,0.97823105,0.82670988,250
Yes,1.083333,0.166667,0.868995341,0,0,0,1,0.833436691,2,0.333333333,0.927080439,0,1,0.955078772,0,1,0.912847486,0,1,0.955078772,0.833436691,251
Yes,1,0.038462,0.917198304,0,0,0,1,0.884237419,3,0.7,0.953721295,1,0.666666667,0.986500989,1,0.666666667,0.968086606,1,0.666666667,0.986500989,0.884237419,252
No,1.416667,0.416667,0.897950419,0,0,1,0.5,0.647311435,1,0.833333333,0.976819797,4,0.2,0.962066443,4,0.2,0.912520797,4,0.2,0.976819797,0.647311435,253
Yes,0.733333,0.266667,0.892303237,0,0,2,0,0.672315149,5,0.375,0.789968696,2,0,0.928607002,2,0,0.905075489,2,0,0.928607002,0.672315149,254
Yes,0.956522,0,0.982018265,0,0,0,1,0.930547651,0,1,0.941475013,2,0.5,0.951625552,2,0.5,0.999171702,2,0.5,0.999171702,0.930547651,255
Yes,1.133333,0.133333,0.885391174,0,0,0,1,0.776176354,2,0.75,0.918917525,3,0.25,0.950243683,3,0.25,0.948237905,3,0.25,0.950243683,0.776176354,256
Yes,1.357143,0.428571,0.921767609,0,0,1,0,0.874985194,4,0.5,0.801333677,1,0,0.865256096,1,0,0.941208835,1,0,0.941208835,0.801333677,257
No,0.941176,0.058824,0.880594326,0,0,3,0.5,0.806373249,5,0.545454545,0.719012165,3,0.5,0.973784062,3,0.5,0.94213828,3,0.5,0.973784062,0.719012165,258
No,1,0,0.85455158,0,0,3,0.666666667,0.77668935,4,0.636363636,0.935014899,3,0.666666667,0.978683166,3,0.666666667,0.954124128,3,0.666666667,0.978683166,0.77668935,259
Yes,0.6875,0.176471,0.94866185,0,0,0,1,0.750417005,8,0.333333333,0.902526468,0,1,0.961994116,0,1,0.908725566,0,1,0.961994116,0.750417005,260
Yes,1,0.055556,0.936819249,0,0,3,0,0.858452807,3,0.4,0.912462081,4,0.2,0.961088574,4,0.2,0.926911394,4,0.2,0.961088574,0.858452807,261
Yes,0.958333,0,0.957770488,0,0,0,1,0.854432439,3,0,0.958087406,0,1,0.993607164,0,1,0.990690378,0,1,0.993607164,0.854432439,262
Yes,0.842105,0.181818,0.902991431,0,0,1,0.5,0.842123481,3,0.5,0.856241036,2,0.333333333,0.962801592,2,0.333333333,0.955279461,2,0.333333333,0.962801592,0.842123481,263
Yes,1.105263,0.1,0.938639708,0,0,0,1,0.861154087,0,1,0.911051218,3,0.4,0.935817565,3,0.4,0.969612578,3,0.4,0.969612578,0.861154087,264
Yes,1.111111,0.157895,0.97086129,0,0,0,1,0.907466002,2,0.5,0.980962173,0,1,0.998039386,0,1,0.936952694,0,1,0.998039386,0.907466002,265
No,1.1,0.047619,0.867584635,0,0,6,0.25,0.779474357,7,0.5,0.833729291,7,0.222222222,0.97997636,7,0.222222222,0.921829361,7,0.222222222,0.97997636,0.779474357,266
Yes,1.05,0.1,0.933346842,0,0,1,0.5,0.836527629,2,0.6,0.969496997,4,0.333333333,0.954331897,4,0.333333333,0.949091495,4,0.333333333,0.969496997,0.836527629,267
No,0.666667,0.333333,0.884443021,0,0,1,0,0.618942363,5,0.444444444,0.841597126,1,0,0.829565188,1,0,0.808186444,1,0,0.884443021,0.618942363,268
Yes,0.85,0.142857,0.910034401,0,0,0,1,0.887758849,1,0.8,0.871320492,0,1,0.999976731,0,1,0.997583083,0,1,0.999976731,0.871320492,269
Yes,1.166667,0.277778,0.952762849,0,0,0,1,0.908460905,2,0.833333333,0.864695899,1,0.8,0.99531828,1,0.8,0.993969664,1,0.8,0.99531828,0.864695899,270
Yes,1.130435,0.115385,0.957185115,0,0,0,1,0.877455879,0,1,0.894245929,2,0.75,0.945078419,2,0.75,0.904192458,2,0.75,0.957185115,0.877455879,271
No,0.8,0.227273,0.891463555,0,0,1,0.5,0.81273044,2,0.333333333,0.936815526,6,0.25,0.967518821,6,0.25,0.916281442,6,0.25,0.967518821,0.81273044,272
Yes,0.809524,0.181818,0.918324037,0,0,0,1,0.884241728,2,0.333333333,0.999326512,0,1,0.966648879,0,1,0.965872647,0,1,0.999326512,0.884241728,273
Yes,0.875,0.125,0.871777145,0,0,3,0.25,0.607812795,9,0.1,0.849028907,3,0.25,0.938552778,3,0.25,0.839351374,3,0.25,0.938552778,0.607812795,274
Yes,1.142857,0.125,0.978555101,0,0,0,1,0.928385948,0,1,0.96065405,0,1,0.999169117,0,1,0.993389632,0,1,0.999169117,0.928385948,275
Yes,0.785714,0.266667,0.932454065,0,0,0,1,0.877257295,1,0.666666667,0.740639373,0,1,0.997493544,0,1,0.98861256,0,1,0.997493544,0.740639373,276
Yes,1,0.055556,0.90124941,0,0,0,1,0.832204479,0,1,0.962735165,1,0.666666667,0.949274612,1,0.666666667,0.979668066,1,0.666666667,0.979668066,0.832204479,277
Yes,0.8125,0.235294,0.940550832,0,0,0,1,0.830894932,1,0.8,0.939940325,0,1,0.972985074,0,1,0.682961265,0,1,0.972985074,0.682961265,278
Yes,1.176471,0.166667,0.902841131,0,0,0,1,0.796668146,1,0,0.802439431,1,0,0.863278615,1,0,0.857053643,1,0,0.902841131,0.796668146,279
Yes,0.769231,0.230769,0.879753631,0,0,0,1,0.721652255,1,0.5,0.871475382,1,0.666666667,0.980119965,1,0.666666667,0.989296169,1,0.666666667,0.989296169,0.721652255,280
Yes,1.052632,0.05,0.902443895,0,0,0,1,0.862699668,1,0.857142857,0.940274487,2,0.75,0.972941846,2,0.75,0.980695138,2,0.75,0.980695138,0.862699668,281
Yes,1.083333,0.083333,0.862246795,0,0,0,1,0.740966605,0,1,0.565362932,0,1,0.795908941,0,1,0.879261069,0,1,0.879261069,0.565362932,282
Yes,0.909091,0.12,0.858041383,0,0,3,0,0.711932929,5,0,0.80897992,6,0.25,0.911480261,6,0.25,0.919624875,6,0.25,0.919624875,0.711932929,283
Yes,0.6875,0.3125,0.92547447,0,0,0,1,0.917615675,0,1,0.836883209,0,1,0.99531069,0,1,1,0,1,1,0.836883209,284
No,0.85,0.142857,0.91077259,0,0,1,0,0.747543718,6,0.25,0.911838046,2,0,0.93444802,2,0,0.964243487,2,0,0.964243487,0.747543718,285
Yes,0.892857,0.137931,0.950373918,0,0,0,1,0.947311215,0,1,0.999595377,0,1,0.999807633,0,1,0.990262281,0,1,0.999807633,0.947311215,286
Yes,1.090909,0.090909,0.937549637,0,0,0,1,0.845553788,0,1,0.999752639,0,1,0.989940164,0,1,0.910166554,0,1,0.999752639,0.845553788,287
No,1,0.111111,0.770578048,0,0,1,0,0.666718044,1,0,0.809916601,3,0.5,0.905635526,3,0.5,0.890874741,3,0.5,0.905635526,0.666718044,288
Yes,1.038462,0.038462,0.946994554,0,0,0,1,0.9000472,0,1,0.919169756,4,0.636363636,0.968861514,4,0.636363636,0.956239805,4,0.636363636,0.968861514,0.9000472,289
No,1.214286,0.214286,0.904202842,0,0,1,0.5,0.844387305,2,0.333333333,0.883360936,1,0.5,0.907168312,1,0.5,0.912222203,1,0.5,0.912222203,0.844387305,290
Yes,1,0,0.948117374,0,0,0,1,0.907863771,0,1,0.933912755,0,1,0.96210375,0,1,0.973048407,0,1,0.973048407,0.907863771,291
Yes,0.75,0.227273,0.86685125,1,1,0,1,0.666063387,1,0,0.801934628,1,0,0.90251688,1,0,0.941212466,1,0,0.941212466,0.666063387,292
Yes,1.142857,0.142857,0.971927374,0,0,3,0.25,0.868189857,7,0.125,0.921516453,3,0.25,0.924622081,3,0.25,0.873317679,3,0.25,0.971927374,0.868189857,293
Yes,1.2,0.285714,0.970417842,0,0,0,1,0.893748916,0,1,0.94165503,0,1,0.988849693,0,1,0.971739186,0,1,0.988849693,0.893748916,294
Yes,1.3125,0.352941,0.945304169,0,0,0,1,0.827865701,1,0.5,0.940745214,1,0.75,0.976987572,1,0.75,0.954644915,1,0.75,0.976987572,0.827865701,295
No,0.772727,0.181818,0.922243738,0,0,1,0.666666667,0.90332934,1,0.666666667,0.995927794,1,0.666666667,0.993049757,1,0.666666667,0.998181773,1,0.666666667,0.998181773,0.90332934,296
No,1.222222,0.222222,0.737585371,0,0,2,0.333333333,0.685515554,4,0.2,0.985691513,5,0.166666667,0.931922369,5,0.166666667,0.932375929,5,0.166666667,0.985691513,0.685515554,297
Yes,0.96,0.04,0.978039285,0,0,1,0.5,0.868244221,1,0.75,0.924600788,1,0.5,0.959664719,1,0.5,0.96719989,1,0.5,0.978039285,0.868244221,298
Yes,0.761905,0.26087,0.908391738,0,0,0,1,0.802980952,7,0.222222222,0.811586285,0,1,0.951069148,0,1,0.98304722,0,1,0.98304722,0.802980952,299
Yes,0.888889,0.157895,0.953016257,0,0,0,1,0.838797505,2,0.333333333,0.940525312,0,1,0.998012237,0,1,0.932958537,0,1,0.998012237,0.838797505,300
No,1.066667,0,0.747309949,0,0,5,0.285714286,0.730654958,5,0.285714286,0.642523446,7,0.222222222,0.956687609,7,0.222222222,0.965598609,7,0.222222222,0.965598609,0.642523446,301
Yes,0.913043,0.086957,0.926538241,0,0,1,0.875,0.773226863,3,0.75,0.769897868,1,0.875,0.944660008,1,0.875,0.968800871,1,0.875,0.968800871,0.769897868,302
No,0.95,0.130435,0.933738838,0,0,0,1,0.824264331,1,0.5,0.913669308,1,0.5,0.984547715,1,0.5,0.989502623,1,0.5,0.989502623,0.824264331,303
Yes,1.142857,0.142857,0.913758341,0,0,2,0,0.851711068,3,0.571428571,0.944349199,2,0,0.711299831,2,0,0.654520533,2,0,0.944349199,0.654520533,304
Yes,0.941176,0.111111,0.914924759,0,0,1,0,0.71771468,2,0,0.890082746,1,0,0.874612144,1,0,0.74199715,1,0,0.914924759,0.71771468,305
Yes,0.846154,0.148148,0.924163608,0,0,1,0.5,0.778547425,1,0.5,0.933618007,4,0.2,0.957815618,4,0.2,0.914079461,4,0.2,0.957815618,0.778547425,306
No,0.708333,0.291667,0.89701967,0,0,2,0.333333333,0.830752283,4,0.2,0.960065067,2,0.6,0.99588523,2,0.6,0.996254297,2,0.6,0.996254297,0.830752283,307
Yes,1,0,0.959379552,0,0,0,1,0.809725051,1,0.8,0.933646009,0,1,0.969093902,0,1,0.991891053,0,1,0.991891053,0.809725051,308
Yes,0.904762,0.045455,0.973224538,0,0,1,0,0.916780727,1,0,0.941945782,2,0.6,0.965684797,2,0.6,0.947577348,2,0.6,0.973224538,0.916780727,309
Yes,0.96,0.037037,0.921132781,0,0,1,0.666666667,0.811584266,6,0.25,0.905125965,4,0.428571429,0.969024617,4,0.428571429,0.940156379,4,0.428571429,0.969024617,0.811584266,310
Yes,1.133333,0.133333,0.966788914,0,0,1,0.5,0.895426282,3,0.666666667,0.924473693,1,0.666666667,0.97786167,1,0.666666667,0.985994023,1,0.666666667,0.985994023,0.895426282,311
